id,Season,city,Date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,Team_win_id,venue,umpire1,umpire2,umpire3
449,IPL-2013,Hyderabad,2013-05-17 00:00:00,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,23,0,A Mishra,14,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AK Chaudhary,""
453,IPL-2013,Hyderabad,2013-05-19 00:00:00,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,0,5,PA Patel,14,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,""
389,IPL-2013,Jaipur,2013-04-08 00:00:00,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,19,0,SK Trivedi,11,Sawai Mansingh Stadium,Aleem Dar,S Das,""
398,IPL-2013,Jaipur,2013-04-14 00:00:00,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,JP Faulkner,11,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin,""
403,IPL-2013,Jaipur,2013-04-17 00:00:00,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Rajasthan Royals,87,0,AM Rahane,11,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin,""
416,IPL-2013,Jaipur,2013-04-27 00:00:00,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,8,JP Faulkner,11,Sawai Mansingh Stadium,VA Kulkarni,K Srinath,""
420,IPL-2013,Jaipur,2013-04-29 00:00:00,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,SV Samson,11,Sawai Mansingh Stadium,M Erasmus,K Srinath,""
431,IPL-2013,Jaipur,2013-05-05 00:00:00,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,0,Rajasthan Royals,0,5,AM Rahane,11,Sawai Mansingh Stadium,C Shamshuddin,RJ Tucker,""
433,IPL-2013,Jaipur,2013-05-07 00:00:00,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,9,AM Rahane,11,Sawai Mansingh Stadium,Aleem Dar,RJ Tucker,""
442,IPL-2013,Jaipur,2013-05-12 00:00:00,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,SR Watson,11,Sawai Mansingh Stadium,HDPK Dharmasena,CK Nandan,""
382,IPL-2013,Kolkata,2013-04-03 00:00:00,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,8,Eden Gardens,S Ravi,SJA Taufel,""
397,IPL-2013,Kolkata,2013-04-14 00:00:00,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,48,0,G Gambhir,8,Eden Gardens,M Erasmus,VA Kulkarni,""
406,IPL-2013,Kolkata,2013-04-20 00:00:00,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,4,RA Jadeja,1,Eden Gardens,Asad Rauf,AK Chaudhary,""
413,IPL-2013,Kolkata,2013-04-24 00:00:00,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,5,DR Smith,9,Eden Gardens,HDPK Dharmasena,S Ravi,""
415,IPL-2013,Kolkata,2013-04-26 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,6,JH Kallis,8,Eden Gardens,CK Nandan,S Ravi,""
427,IPL-2013,Kolkata,2013-05-03 00:00:00,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,8,YK Pathan,8,Eden Gardens,HDPK Dharmasena,CK Nandan,""
456,IPL-2013,Kolkata,2013-05-24 00:00:00,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,4,Harbhajan Singh,9,Eden Gardens,C Shamshuddin,SJA Taufel,""
457,IPL-2013,Kolkata,2013-05-26 00:00:00,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,23,0,KA Pollard,9,Eden Gardens,HDPK Dharmasena,SJA Taufel,""
390,IPL-2013,Mumbai,2013-04-09 00:00:00,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Mumbai Indians,44,0,KD Karthik,9,Wankhede Stadium,M Erasmus,VA Kulkarni,""
395,IPL-2013,Mumbai,2013-04-13 00:00:00,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,0,Mumbai Indians,41,0,RG Sharma,9,Wankhede Stadium,S Ravi,SJA Taufel,""
417,IPL-2013,Mumbai,2013-04-27 00:00:00,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,58,0,DR Smith,9,Wankhede Stadium,Asad Rauf,S Asnani,""
421,IPL-2013,Mumbai,2013-04-29 00:00:00,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Mumbai Indians,4,0,RG Sharma,9,Wankhede Stadium,Asad Rauf,AK Chaudhary,""
430,IPL-2013,Mumbai,2013-05-05 00:00:00,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,60,0,MG Johnson,9,Wankhede Stadium,HDPK Dharmasena,CK Nandan,""
434,IPL-2013,Mumbai,2013-05-07 00:00:00,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,65,0,SR Tendulkar,9,Wankhede Stadium,HDPK Dharmasena,S Ravi,""
444,IPL-2013,Mumbai,2013-05-13 00:00:00,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,KA Pollard,9,Wankhede Stadium,AK Chaudhary,SJA Taufel,""
447,IPL-2013,Mumbai,2013-05-15 00:00:00,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,14,0,AP Tare,9,Wankhede Stadium,Asad Rauf,S Asnani,""
387,IPL-2013,Pune,2013-04-07 00:00:00,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,0,Kings XI Punjab,0,8,M Vohra,6,Subrata Roy Sahara Stadium,S Asnani,SJA Taufel,""
393,IPL-2013,Pune,2013-04-11 00:00:00,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,normal,0,Pune Warriors,0,7,AJ Finch,10,Subrata Roy Sahara Stadium,M Erasmus,K Srinath,""
402,IPL-2013,Pune,2013-04-17 00:00:00,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,0,Sunrisers Hyderabad,11,0,A Mishra,14,Subrata Roy Sahara Stadium,Asad Rauf,AK Chaudhary,""
422,IPL-2013,Pune,2013-04-30 00:00:00,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,0,Chennai Super Kings,37,0,MS Dhoni,1,Subrata Roy Sahara Stadium,S Das,SJA Taufel,""
426,IPL-2013,Pune,2013-05-02 00:00:00,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,17,0,AB de Villiers,13,Subrata Roy Sahara Stadium,Aleem Dar,C Shamshuddin,""
437,IPL-2013,Pune,2013-05-09 00:00:00,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,46,0,G Gambhir,8,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,""
439,IPL-2013,Pune,2013-05-11 00:00:00,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,0,Mumbai Indians,0,5,MG Johnson,9,Subrata Roy Sahara Stadium,Asad Rauf,AK Chaudhary,""
451,IPL-2013,Pune,2013-05-19 00:00:00,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,Pune Warriors,38,0,LJ Wright,10,Subrata Roy Sahara Stadium,NJ Llong,SJA Taufel,""
419,IPL-2013,Raipur,2013-04-28 00:00:00,Delhi Daredevils,Pune Warriors,Pune Warriors,field,normal,0,Delhi Daredevils,15,0,DA Warner,4,Shaheed Veer Narayan Singh International Stadium,CK Nandan,S Ravi,""
424,IPL-2013,Raipur,2013-05-01 00:00:00,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0,7,DA Warner,4,Shaheed Veer Narayan Singh International Stadium,HDPK Dharmasena,CK Nandan,""
441,IPL-2013,Ranchi,2013-05-12 00:00:00,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,JH Kallis,8,JSCA International Stadium Complex,NJ Llong,K Srinath,""
445,IPL-2013,Ranchi,2013-05-15 00:00:00,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Pune Warriors,7,0,MK Pandey,10,JSCA International Stadium Complex,NJ Llong,K Srinath,""
458,IPL-2014,Abu Dhabi,2014-04-16 00:00:00,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,41,0,JH Kallis,8,Sheikh Zayed Stadium,M Erasmus,RK Illingworth,""
460,IPL-2014,Abu Dhabi,2014-04-18 00:00:00,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Kings XI Punjab,0,6,GJ Maxwell,6,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,""
461,IPL-2014,Abu Dhabi,2014-04-18 00:00:00,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,AM Rahane,11,Sheikh Zayed Stadium,BF Bowden,RK Illingworth,""
465,IPL-2014,Abu Dhabi,2014-04-21 00:00:00,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,93,0,SK Raina,1,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,""
472,IPL-2014,Abu Dhabi,2014-04-26 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,23,0,Sandeep Sharma,6,Sheikh Zayed Stadium,HDPK Dharmasena,RK Illingworth,""
471,IPL-2014,Abu Dhabi,2014-04-26 00:00:00,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,PV Tambe,11,Sheikh Zayed Stadium,HDPK Dharmasena,C Shamshuddin,""
476,IPL-2014,Abu Dhabi,2014-04-29 00:00:00,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,tie,0,Rajasthan Royals,0,0,JP Faulkner,11,Sheikh Zayed Stadium,Aleem Dar,AK Chaudhary,""
482,IPL-2014,Ahmedabad,2014-05-05 00:00:00,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,10,0,PV Tambe,11,"Sardar Patel Stadium, Motera",NJ Llong,CK Nandan,""
487,IPL-2014,Ahmedabad,2014-05-08 00:00:00,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,32,0,B Kumar,14,"Sardar Patel Stadium, Motera",AK Chaudhary,NJ Llong,""
498,IPL-2014,Ahmedabad,2014-05-15 00:00:00,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,62,0,AM Rahane,11,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,""
501,IPL-2014,Ahmedabad,2014-05-19 00:00:00,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,25,0,MEK Hussey,9,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,""
481,IPL-2014,Bangalore,2014-05-04 00:00:00,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,AB de Villiers,13,M Chinnaswamy Stadium,HDPK Dharmasena,VA Kulkarni,""
488,IPL-2014,Bangalore,2014-05-09 00:00:00,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,32,0,Sandeep Sharma,6,M Chinnaswamy Stadium,S Ravi,K Srinath,""
492,IPL-2014,Bangalore,2014-05-11 00:00:00,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,0,5,JP Faulkner,11,M Chinnaswamy Stadium,S Ravi,RJ Tucker,""
495,IPL-2014,Bangalore,2014-05-13 00:00:00,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,16,0,Yuvraj Singh,13,M Chinnaswamy Stadium,K Srinath,RJ Tucker,""
510,IPL-2014,Bangalore,2014-05-24 00:00:00,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,MS Dhoni,1,M Chinnaswamy Stadium,AK Chaudhary,NJ Llong,""
517,IPL-2014,Bangalore,2014-06-01 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,MK Pandey,8,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,""
505,IPL-2014,Chandigarh,2014-05-21 00:00:00,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,LMP Simmons,9,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,""
509,IPL-2014,Chandigarh,2014-05-23 00:00:00,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,16,0,SE Marsh,6,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,PG Pathak,""
512,IPL-2014,Chandigarh,2014-05-25 00:00:00,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,M Vohra,6,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,""
486,IPL-2014,Cuttack,2014-05-07 00:00:00,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,44,0,GJ Maxwell,6,Barabati Stadium,HDPK Dharmasena,PG Pathak,""
491,IPL-2014,Cuttack,2014-05-11 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,G Gambhir,8,Barabati Stadium,NJ Llong,CK Nandan,""
497,IPL-2014,Cuttack,2014-05-14 00:00:00,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,RV Uthappa,8,Barabati Stadium,AK Chaudhary,NJ Llong,""
480,IPL-2014,Delhi,2014-05-03 00:00:00,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,KK Nair,11,Feroz Shah Kotla,SS Hazare,S Ravi,""
483,IPL-2014,Delhi,2014-05-05 00:00:00,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,DR Smith,1,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,""
485,IPL-2014,Delhi,2014-05-07 00:00:00,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0,8,G Gambhir,8,Feroz Shah Kotla,BNJ Oxenford,C Shamshuddin,""
489,IPL-2014,Delhi,2014-05-10 00:00:00,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0,8,DW Steyn,14,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,""
502,IPL-2014,Delhi,2014-05-19 00:00:00,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,4,AR Patel,6,Feroz Shah Kotla,HDPK Dharmasena,PG Pathak,""
493,IPL-2014,Hyderabad,2014-05-12 00:00:00,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,AT Rayudu,9,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VA Kulkarni,""
496,IPL-2014,Hyderabad,2014-05-14 00:00:00,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,WP Saha,6,"Rajiv Gandhi International Stadium, Uppal",VA Kulkarni,PG Pathak,""
500,IPL-2014,Hyderabad,2014-05-18 00:00:00,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,7,UT Yadav,8,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,CK Nandan,""
503,IPL-2014,Hyderabad,2014-05-20 00:00:00,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,0,7,DA Warner,14,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,NJ Llong,""
504,IPL-2014,Kolkata,2014-05-20 00:00:00,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,RV Uthappa,8,Eden Gardens,RM Deshpande,C Shamshuddin,""
506,IPL-2014,Kolkata,2014-05-22 00:00:00,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,30,0,RV Uthappa,8,Eden Gardens,AK Chaudhary,CK Nandan,""
511,IPL-2014,Kolkata,2014-05-24 00:00:00,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,YK Pathan,8,Eden Gardens,RM Deshpande,BNJ Oxenford,""
514,IPL-2014,Kolkata,2014-05-27 00:00:00,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28,0,UT Yadav,8,Eden Gardens,NJ Llong,S Ravi,""
479,IPL-2014,Mumbai,2014-05-03 00:00:00,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0,5,CJ Anderson,9,Wankhede Stadium,BNJ Oxenford,C Shamshuddin,""
484,IPL-2014,Mumbai,2014-05-06 00:00:00,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,19,0,RG Sharma,9,Wankhede Stadium,S Ravi,K Srinath,""
490,IPL-2014,Mumbai,2014-05-10 00:00:00,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,DR Smith,1,Wankhede Stadium,HDPK Dharmasena,VA Kulkarni,""
508,IPL-2014,Mumbai,2014-05-23 00:00:00,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,15,0,MEK Hussey,9,Wankhede Stadium,S Ravi,RJ Tucker,""
513,IPL-2014,Mumbai,2014-05-25 00:00:00,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,CJ Anderson,9,Wankhede Stadium,K Srinath,RJ Tucker,""
515,IPL-2014,Mumbai,2014-05-28 00:00:00,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,SK Raina,1,Brabourne Stadium,VA Kulkarni,BNJ Oxenford,""
516,IPL-2014,Mumbai,2014-05-30 00:00:00,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,24,0,V Sehwag,6,Wankhede Stadium,HDPK Dharmasena,RJ Tucker,""
478,IPL-2014,Ranchi,2014-05-02 00:00:00,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,34,0,RA Jadeja,1,JSCA International Stadium Complex,AK Chaudhary,NJ Llong,""
494,IPL-2014,Ranchi,2014-05-13 00:00:00,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,5,RA Jadeja,1,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,""
499,IPL-2014,Ranchi,2014-05-18 00:00:00,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0,5,AB de Villiers,13,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,""
507,IPL-2014,Ranchi,2014-05-22 00:00:00,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,DA Warner,14,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,""
459,IPL-2014,Sharjah,2014-04-17 00:00:00,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,YS Chahal,13,Sharjah Cricket Stadium,Aleem Dar,S Ravi,""
464,IPL-2014,Sharjah,2014-04-20 00:00:00,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,GJ Maxwell,6,Sharjah Cricket Stadium,BF Bowden,M Erasmus,""
466,IPL-2014,Sharjah,2014-04-22 00:00:00,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kings XI Punjab,72,0,GJ Maxwell,6,Sharjah Cricket Stadium,M Erasmus,S Ravi,""
468,IPL-2014,Sharjah,2014-04-24 00:00:00,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,2,0,CA Lynn,8,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,""
473,IPL-2014,Sharjah,2014-04-27 00:00:00,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Delhi Daredevils,0,6,M Vijay,4,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,""
474,IPL-2014,Sharjah,2014-04-27 00:00:00,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,5,DR Smith,1,Sharjah Cricket Stadium,AK Chaudhary,VA Kulkarni,""
526,IPL-2015,Ahmedabad,2015-04-14 00:00:00,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,7,SPD Smith,11,"Sardar Patel Stadium, Motera",AK Chaudhary,SD Fry,""
533,IPL-2015,Ahmedabad,2015-04-19 00:00:00,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,8,AM Rahane,11,"Sardar Patel Stadium, Motera",AK Chaudhary,M Erasmus,""
536,IPL-2015,Ahmedabad,2015-04-21 00:00:00,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,0,Kings XI Punjab,0,0,SE Marsh,6,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,""
540,IPL-2015,Ahmedabad,2015-04-24 00:00:00,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,MA Starc,13,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,""
525,IPL-2015,Bangalore,2015-04-13 00:00:00,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,DA Warner,14,M Chinnaswamy Stadium,RM Deshpande,RK Illingworth,""
534,IPL-2015,Bangalore,2015-04-19 00:00:00,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,18,0,Harbhajan Singh,9,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,""
538,IPL-2015,Bangalore,2015-04-22 00:00:00,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,27,0,SK Raina,1,M Chinnaswamy Stadium,JD Cloete,C Shamshuddin,""
550,IPL-2015,Bangalore,2015-05-02 00:00:00,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,Mandeep Singh,13,M Chinnaswamy Stadium,JD Cloete,PG Pathak,""
557,IPL-2015,Bangalore,2015-05-06 00:00:00,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,138,0,CH Gayle,13,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,""
544,IPL-2015,Chandigarh,2015-04-27 00:00:00,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,20,0,TA Boult,14,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,CB Gaffaney,""
552,IPL-2015,Chandigarh,2015-05-03 00:00:00,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Mumbai Indians,23,0,LMP Simmons,9,"Punjab Cricket Association Stadium, Mohali",RK Illingworth,VA Kulkarni,""
566,IPL-2015,Chandigarh,2015-05-13 00:00:00,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,22,0,AR Patel,6,"Punjab Cricket Association Stadium, Mohali",JD Cloete,C Shamshuddin,""
569,IPL-2015,Chandigarh,2015-05-16 00:00:00,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,0,Chennai Super Kings,0,7,P Negi,1,"Punjab Cricket Association Stadium, Mohali",CK Nandan,C Shamshuddin,""
519,IPL-2015,Chennai,2015-04-09 00:00:00,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,1,0,A Nehra,1,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,""
521,IPL-2015,Chennai,2015-04-11 00:00:00,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,45,0,BB McCullum,1,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,""
542,IPL-2015,Chennai,2015-04-25 00:00:00,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,97,0,BB McCullum,1,"MA Chidambaram Stadium, Chepauk",JD Cloete,C Shamshuddin,""
547,IPL-2015,Chennai,2015-04-28 00:00:00,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,2,0,DJ Bravo,1,"MA Chidambaram Stadium, Chepauk",RM Deshpande,VA Kulkarni,""
554,IPL-2015,Chennai,2015-05-04 00:00:00,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,SK Raina,1,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,K Srinath,""
559,IPL-2015,Chennai,2015-05-08 00:00:00,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Mumbai Indians,0,6,HH Pandya,9,"MA Chidambaram Stadium, Chepauk",CB Gaffaney,CK Nandan,""
563,IPL-2015,Chennai,2015-05-10 00:00:00,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,12,0,RA Jadeja,1,"MA Chidambaram Stadium, Chepauk",M Erasmus,CK Nandan,""
523,IPL-2015,Delhi,2015-04-12 00:00:00,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,DJ Hooda,11,Feroz Shah Kotla,SD Fry,CB Gaffaney,""
