id,Season,city,Date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,Team_win_id,venue,umpire1,umpire2,umpire3
202,IPL-2010,Chennai,2010-03-31 00:00:00,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0,5,M Vijay,1,"MA Chidambaram Stadium, Chepauk",BG Jerling,RE Koertzen,""
206,IPL-2010,Chennai,2010-04-03 00:00:00,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,23,0,M Vijay,1,"MA Chidambaram Stadium, Chepauk",RE Koertzen,RB Tiffin,""
211,IPL-2010,Chennai,2010-04-06 00:00:00,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24,0,SK Raina,1,"MA Chidambaram Stadium, Chepauk",S Asnani,DJ Harper,""
222,IPL-2010,Chennai,2010-04-13 00:00:00,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,9,R Ashwin,1,"MA Chidambaram Stadium, Chepauk",SS Hazare,SJA Taufel,""
224,IPL-2010,Chennai,2010-04-15 00:00:00,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0,6,G Gambhir,4,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,SS Hazare,""
186,IPL-2010,Cuttack,2010-03-19 00:00:00,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Deccan Chargers,6,0,A Symonds,2,Barabati Stadium,BF Bowden,M Erasmus,""
189,IPL-2010,Cuttack,2010-03-21 00:00:00,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Deccan Chargers,10,0,A Symonds,2,Barabati Stadium,BF Bowden,M Erasmus,""
183,IPL-2010,Delhi,2010-03-17 00:00:00,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,98,0,SR Tendulkar,9,Feroz Shah Kotla,BR Doctrove,SK Tarapore,""
185,IPL-2010,Delhi,2010-03-19 00:00:00,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,0,Chennai Super Kings,0,5,ML Hayden,1,Feroz Shah Kotla,BR Doctrove,SK Tarapore,""
200,IPL-2010,Delhi,2010-03-29 00:00:00,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Delhi Daredevils,40,0,DA Warner,4,Feroz Shah Kotla,SS Hazare,SJA Taufel,""
203,IPL-2010,Delhi,2010-03-31 00:00:00,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,67,0,KD Karthik,4,Feroz Shah Kotla,HDPK Dharmasena,SJA Taufel,""
209,IPL-2010,Delhi,2010-04-04 00:00:00,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,normal,0,Delhi Daredevils,37,0,PD Collingwood,4,Feroz Shah Kotla,BF Bowden,M Erasmus,""
218,IPL-2010,Delhi,2010-04-11 00:00:00,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Kings XI Punjab,0,7,PP Chawla,6,Feroz Shah Kotla,BF Bowden,AM Saheba,""
229,IPL-2010,Delhi,2010-04-18 00:00:00,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Deccan Chargers,11,0,A Symonds,2,Feroz Shah Kotla,BR Doctrove,SK Tarapore,""
225,IPL-2010,Dharamsala,2010-04-16 00:00:00,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,5,RG Sharma,2,Himachal Pradesh Cricket Association Stadium,M Erasmus,AM Saheba,""
228,IPL-2010,Dharamsala,2010-04-18 00:00:00,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,MS Dhoni,1,Himachal Pradesh Cricket Association Stadium,BF Bowden,AM Saheba,""
212,IPL-2010,Jaipur,2010-04-07 00:00:00,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0,9,MJ Lumb,11,Sawai Mansingh Stadium,S Ravi,SK Tarapore,""
219,IPL-2010,Jaipur,2010-04-11 00:00:00,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,37,0,SR Tendulkar,9,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore,""
223,IPL-2010,Jaipur,2010-04-14 00:00:00,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,0,5,KP Pietersen,13,Sawai Mansingh Stadium,BR Doctrove,S Ravi,""
178,IPL-2010,Kolkata,2010-03-14 00:00:00,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,MK Tiwary,8,Eden Gardens,HDPK Dharmasena,AM Saheba,""
182,IPL-2010,Kolkata,2010-03-16 00:00:00,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,55,0,MS Dhoni,1,Eden Gardens,HDPK Dharmasena,AM Saheba,""
204,IPL-2010,Kolkata,2010-04-01 00:00:00,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,24,0,SC Ganguly,8,Eden Gardens,K Hariharan,DJ Harper,""
208,IPL-2010,Kolkata,2010-04-04 00:00:00,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,0,Kings XI Punjab,0,8,DPMD Jayawardene,6,Eden Gardens,S Asnani,DJ Harper,""
213,IPL-2010,Kolkata,2010-04-07 00:00:00,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,14,0,SC Ganguly,8,Eden Gardens,BG Jerling,RE Koertzen,""
227,IPL-2010,Kolkata,2010-04-17 00:00:00,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,8,JD Unadkat,8,Eden Gardens,BG Jerling,RB Tiffin,""
230,IPL-2010,Kolkata,2010-04-19 00:00:00,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,0,9,M Kartik,8,Eden Gardens,BG Jerling,RE Koertzen,""
175,IPL-2010,Mumbai,2010-03-12 00:00:00,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Kolkata Knight Riders,11,0,AD Mathews,8,Dr DY Patil Sports Academy,RE Koertzen,RB Tiffin,""
176,IPL-2010,Mumbai,2010-03-13 00:00:00,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,4,0,YK Pathan,9,Brabourne Stadium,RE Koertzen,RB Tiffin,""
188,IPL-2010,Mumbai,2010-03-20 00:00:00,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0,7,JH Kallis,13,Brabourne Stadium,HDPK Dharmasena,SS Hazare,""
191,IPL-2010,Mumbai,2010-03-22 00:00:00,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,7,SR Tendulkar,9,Brabourne Stadium,SS Hazare,SJA Taufel,""
194,IPL-2010,Mumbai,2010-03-25 00:00:00,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,SR Tendulkar,9,Brabourne Stadium,BF Bowden,AM Saheba,""
199,IPL-2010,Mumbai,2010-03-28 00:00:00,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Mumbai Indians,41,0,Harbhajan Singh,9,Dr DY Patil Sports Academy,S Das,K Hariharan,""
201,IPL-2010,Mumbai,2010-03-30 00:00:00,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,SL Malinga,9,Brabourne Stadium,BR Doctrove,SK Tarapore,""
207,IPL-2010,Mumbai,2010-04-03 00:00:00,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,normal,0,Mumbai Indians,63,0,AT Rayudu,9,Brabourne Stadium,BR Doctrove,S Ravi,""
221,IPL-2010,Mumbai,2010-04-13 00:00:00,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Mumbai Indians,39,0,KA Pollard,9,Brabourne Stadium,S Asnani,DJ Harper,""
231,IPL-2010,Mumbai,2010-04-21 00:00:00,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,35,0,KA Pollard,9,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin,""
232,IPL-2010,Mumbai,2010-04-22 00:00:00,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,38,0,DE Bollinger,1,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin,""
233,IPL-2010,Mumbai,2010-04-24 00:00:00,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0,9,A Kumble,13,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel,""
234,IPL-2010,Mumbai,2010-04-25 00:00:00,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,22,0,SK Raina,1,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel,""
210,IPL-2010,Nagpur,2010-04-05 00:00:00,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,normal,0,Rajasthan Royals,2,0,SK Warne,11,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,""
216,IPL-2010,Nagpur,2010-04-10 00:00:00,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Deccan Chargers,0,6,RJ Harris,2,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,""
220,IPL-2010,Nagpur,2010-04-12 00:00:00,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,13,0,Harmeet Singh,2,"Vidarbha Cricket Association Stadium, Jamtha",RE Koertzen,RB Tiffin,""
242,IPL-2011,Bangalore,2011-04-12 00:00:00,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,SR Tendulkar,9,M Chinnaswamy Stadium,HDPK Dharmasena,AL Hill,""
268,IPL-2011,Bangalore,2011-04-29 00:00:00,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,26,0,V Kohli,13,M Chinnaswamy Stadium,Aleem Dar,SS Hazare,""
280,IPL-2011,Bangalore,2011-05-06 00:00:00,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,85,0,CH Gayle,13,M Chinnaswamy Stadium,Aleem Dar,RB Tiffin,""
283,IPL-2011,Bangalore,2011-05-08 00:00:00,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0,9,CH Gayle,13,M Chinnaswamy Stadium,Aleem Dar,SS Hazare,""
291,IPL-2011,Bangalore,2011-05-14 00:00:00,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,1,Royal Challengers Bangalore,0,4,CH Gayle,13,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin,""
302,IPL-2011,Bangalore,2011-05-22 00:00:00,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,CH Gayle,13,M Chinnaswamy Stadium,K Hariharan,RE Koertzen,""
243,IPL-2011,Chandigarh,2011-04-13 00:00:00,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,PC Valthaty,6,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SL Shastri,""
256,IPL-2011,Chandigarh,2011-04-21 00:00:00,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,48,0,SE Marsh,6,"Punjab Cricket Association Stadium, Mohali",S Asnani,PR Reiffel,""
284,IPL-2011,Chandigarh,2011-05-08 00:00:00,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,0,5,R Sharma,10,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RJ Tucker,""
287,IPL-2011,Chandigarh,2011-05-10 00:00:00,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,76,0,BA Bhatt,6,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,RJ Tucker,""
235,IPL-2011,Chennai,2011-04-08 00:00:00,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,2,0,S Anirudha,1,"MA Chidambaram Stadium, Chepauk",BR Doctrove,PR Reiffel,""
248,IPL-2011,Chennai,2011-04-16 00:00:00,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,21,0,MEK Hussey,1,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,AL Hill,""
262,IPL-2011,Chennai,2011-04-25 00:00:00,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,25,0,MEK Hussey,1,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin,""
272,IPL-2011,Chennai,2011-05-01 00:00:00,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,19,0,JA Morkel,1,"MA Chidambaram Stadium, Chepauk",Aleem Dar,RB Tiffin,""
276,IPL-2011,Chennai,2011-05-04 00:00:00,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,8,MEK Hussey,1,"MA Chidambaram Stadium, Chepauk",SS Hazare,RB Tiffin,""
289,IPL-2011,Chennai,2011-05-12 00:00:00,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,18,0,MS Dhoni,1,"MA Chidambaram Stadium, Chepauk",AM Saheba,SL Shastri,""
297,IPL-2011,Chennai,2011-05-18 00:00:00,Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,normal,0,Chennai Super Kings,11,0,WP Saha,1,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,RE Koertzen,""
306,IPL-2011,Chennai,2011-05-27 00:00:00,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,43,0,CH Gayle,13,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel,""
307,IPL-2011,Chennai,2011-05-28 00:00:00,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,58,0,M Vijay,1,"MA Chidambaram Stadium, Chepauk",Asad Rauf,SJA Taufel,""
238,IPL-2011,Delhi,2011-04-10 00:00:00,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Mumbai Indians,0,8,SL Malinga,9,Feroz Shah Kotla,AM Saheba,RB Tiffin,""
253,IPL-2011,Delhi,2011-04-19 00:00:00,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Deccan Chargers,16,0,S Sohal,2,Feroz Shah Kotla,PR Reiffel,RJ Tucker,""
259,IPL-2011,Delhi,2011-04-23 00:00:00,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Delhi Daredevils,29,0,DA Warner,4,Feroz Shah Kotla,S Asnani,RE Koertzen,""
263,IPL-2011,Delhi,2011-04-26 00:00:00,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,V Kohli,13,Feroz Shah Kotla,S Asnani,RJ Tucker,""
266,IPL-2011,Delhi,2011-04-28 00:00:00,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kolkata Knight Riders,17,0,MK Tiwary,8,Feroz Shah Kotla,PR Reiffel,RJ Tucker,""
274,IPL-2011,Delhi,2011-05-02 00:00:00,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,7,P Parameswaran,7,Feroz Shah Kotla,Asad Rauf,SL Shastri,""
293,IPL-2011,Dharamsala,2011-05-15 00:00:00,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,29,0,PP Chawla,6,Himachal Pradesh Cricket Association Stadium,Asad Rauf,SL Shastri,""
296,IPL-2011,Dharamsala,2011-05-17 00:00:00,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Kings XI Punjab,111,0,AC Gilchrist,6,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba,""
300,IPL-2011,Dharamsala,2011-05-21 00:00:00,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Deccan Chargers,82,0,S Dhawan,2,Himachal Pradesh Cricket Association Stadium,Asad Rauf,AM Saheba,""
236,IPL-2011,Hyderabad,2011-04-09 00:00:00,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,SK Trivedi,11,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,SK Tarapore,""
245,IPL-2011,Hyderabad,2011-04-14 00:00:00,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,33,0,DW Steyn,2,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,S Ravi,""
249,IPL-2011,Hyderabad,2011-04-16 00:00:00,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,8,PC Valthaty,6,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,S Ravi,""
260,IPL-2011,Hyderabad,2011-04-24 00:00:00,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,normal,0,Mumbai Indians,37,0,SL Malinga,9,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,AL Hill,""
275,IPL-2011,Hyderabad,2011-05-03 00:00:00,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,normal,0,Kolkata Knight Riders,20,0,YK Pathan,8,"Rajiv Gandhi International Stadium, Uppal",S Asnani,RJ Tucker,""
279,IPL-2011,Hyderabad,2011-05-05 00:00:00,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,4,V Sehwag,4,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba,""
286,IPL-2011,Hyderabad,2011-05-10 00:00:00,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,0,Pune Warriors,0,6,MR Marsh,10,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AM Saheba,""
290,IPL-2011,Indore,2011-05-13 00:00:00,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KD Karthik,6,Holkar Cricket Stadium,S Asnani,RJ Tucker,""
294,IPL-2011,Indore,2011-05-15 00:00:00,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,8,BJ Hodge,7,Holkar Cricket Stadium,PR Reiffel,RJ Tucker,""
241,IPL-2011,Jaipur,2011-04-12 00:00:00,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,6,SK Warne,11,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,""
246,IPL-2011,Jaipur,2011-04-15 00:00:00,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,G Gambhir,8,Sawai Mansingh Stadium,Aleem Dar,SS Hazare,""
261,IPL-2011,Jaipur,2011-04-24 00:00:00,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,SK Warne,11,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore,""
267,IPL-2011,Jaipur,2011-04-29 00:00:00,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,J Botha,11,Sawai Mansingh Stadium,Asad Rauf,SK Tarapore,""
271,IPL-2011,Jaipur,2011-05-01 00:00:00,Pune Warriors,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,LRPL Taylor,11,Sawai Mansingh Stadium,SK Tarapore,SJA Taufel,""
285,IPL-2011,Jaipur,2011-05-09 00:00:00,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,63,0,M Vijay,1,Sawai Mansingh Stadium,K Hariharan,SJA Taufel,""
288,IPL-2011,Jaipur,2011-05-11 00:00:00,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,S Aravind,13,Sawai Mansingh Stadium,HDPK Dharmasena,K Hariharan,""
237,IPL-2011,Kochi,2011-04-09 00:00:00,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0,6,AB de Villiers,13,Nehru Stadium,HDPK Dharmasena,K Hariharan,""
252,IPL-2011,Kochi,2011-04-18 00:00:00,Chennai Super Kings,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,1,Kochi Tuskers Kerala,0,7,BB McCullum,7,Nehru Stadium,K Hariharan,AL Hill,""
265,IPL-2011,Kochi,2011-04-27 00:00:00,Deccan Chargers,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Deccan Chargers,55,0,I Sharma,2,Nehru Stadium,HDPK Dharmasena,AL Hill,""
269,IPL-2011,Kochi,2011-04-30 00:00:00,Delhi Daredevils,Kochi Tuskers Kerala,Delhi Daredevils,bat,normal,0,Delhi Daredevils,38,0,V Sehwag,4,Nehru Stadium,HDPK Dharmasena,AL Hill,""
278,IPL-2011,Kochi,2011-05-05 00:00:00,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,17,0,BJ Hodge,7,Nehru Stadium,S Ravi,RJ Tucker,""
240,IPL-2011,Kolkata,2011-04-11 00:00:00,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,9,0,JH Kallis,8,Eden Gardens,RE Koertzen,SK Tarapore,""
251,IPL-2011,Kolkata,2011-04-17 00:00:00,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,L Balaji,8,Eden Gardens,Aleem Dar,RB Tiffin,""
255,IPL-2011,Kolkata,2011-04-20 00:00:00,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,6,0,DPMD Jayawardene,7,Eden Gardens,Aleem Dar,RB Tiffin,""
258,IPL-2011,Kolkata,2011-04-22 00:00:00,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,CH Gayle,13,Eden Gardens,SS Hazare,RB Tiffin,""
270,IPL-2011,Kolkata,2011-04-30 00:00:00,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,Iqbal Abdulla,8,Eden Gardens,AM Saheba,SL Shastri,""
281,IPL-2011,Kolkata,2011-05-07 00:00:00,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,1,Kolkata Knight Riders,10,0,Iqbal Abdulla,8,Eden Gardens,Asad Rauf,PR Reiffel,""
303,IPL-2011,Kolkata,2011-05-22 00:00:00,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,JEC Franklin,9,Eden Gardens,SK Tarapore,SJA Taufel,""
239,IPL-2011,Mumbai,2011-04-10 00:00:00,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,0,7,SB Wagh,10,Dr DY Patil Sports Academy,BR Doctrove,PR Reiffel,""
244,IPL-2011,Mumbai,2011-04-13 00:00:00,Kochi Tuskers Kerala,Pune Warriors,Kochi Tuskers Kerala,bat,normal,0,Pune Warriors,0,4,MD Mishra,10,Dr DY Patil Sports Academy,S Asnani,PR Reiffel,""
247,IPL-2011,Mumbai,2011-04-15 00:00:00,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0,8,BB McCullum,7,Wankhede Stadium,BR Doctrove,PR Reiffel,""
250,IPL-2011,Mumbai,2011-04-17 00:00:00,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0,3,Yuvraj Singh,4,Dr DY Patil Sports Academy,Asad Rauf,AM Saheba,""
254,IPL-2011,Mumbai,2011-04-20 00:00:00,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,0,Mumbai Indians,0,7,MM Patel,9,Wankhede Stadium,Asad Rauf,AM Saheba,""
257,IPL-2011,Mumbai,2011-04-22 00:00:00,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,8,0,Harbhajan Singh,9,Wankhede Stadium,Asad Rauf,AM Saheba,""
264,IPL-2011,Mumbai,2011-04-27 00:00:00,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,0,Chennai Super Kings,0,8,DE Bollinger,1,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,""
273,IPL-2011,Mumbai,2011-05-02 00:00:00,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,23,0,KA Pollard,9,Wankhede Stadium,HDPK Dharmasena,PR Reiffel,""
277,IPL-2011,Mumbai,2011-05-04 00:00:00,Mumbai Indians,Pune Warriors,Pune Warriors,field,normal,0,Mumbai Indians,21,0,R Sharma,9,Dr DY Patil Sports Academy,HDPK Dharmasena,SJA Taufel,""
282,IPL-2011,Mumbai,2011-05-07 00:00:00,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,32,0,AT Rayudu,9,Wankhede Stadium,K Hariharan,SJA Taufel,""
292,IPL-2011,Mumbai,2011-05-14 00:00:00,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,0,Deccan Chargers,10,0,A Mishra,2,Wankhede Stadium,S Ravi,SK Tarapore,""
295,IPL-2011,Mumbai,2011-05-16 00:00:00,Pune Warriors,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0,6,A Mishra,2,Dr DY Patil Sports Academy,S Ravi,SK Tarapore,""
298,IPL-2011,Mumbai,2011-05-19 00:00:00,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,YK Pathan,8,Dr DY Patil Sports Academy,S Ravi,SJA Taufel,""
299,IPL-2011,Mumbai,2011-05-20 00:00:00,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,10,SR Watson,11,Wankhede Stadium,RE Koertzen,PR Reiffel,""
304,IPL-2011,Mumbai,2011-05-24 00:00:00,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,SK Raina,1,Wankhede Stadium,Asad Rauf,SJA Taufel,""
305,IPL-2011,Mumbai,2011-05-25 00:00:00,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,4,MM Patel,9,Wankhede Stadium,Asad Rauf,SJA Taufel,""
